weeks,year,temp_num_max_max,temp_num_max_min,temp_num_max_mean,temp_num_min_max,temp_num_min_min,temp_num_min_mean,temp_num_mean_max,temp_num_mean_min,temp_num_mean_mean,feels_num_max_max,feels_num_max_min,feels_num_max_mean,feels_num_min_max,feels_num_min_min,feels_num_min_mean,feels_num_mean_max,feels_num_mean_min,feels_num_mean_mean,gust_num_max_max,gust_num_max_min,gust_num_max_mean,gust_num_min_max,gust_num_min_min,gust_num_min_mean,gust_num_mean_max,gust_num_mean_min,gust_num_mean_mean,rain_num_max_max,rain_num_max_min,rain_num_max_mean,rain_num_min_max,rain_num_min_min,rain_num_min_mean,rain_num_mean_max,rain_num_mean_min,rain_num_mean_mean,humid_num_max_max,humid_num_max_min,humid_num_max_mean,humid_num_min_max,humid_num_min_min,humid_num_min_mean,humid_num_mean_max,humid_num_mean_min,humid_num_mean_mean,cloud_num_max_max,cloud_num_max_min,cloud_num_max_mean,cloud_num_min_max,cloud_num_min_min,cloud_num_min_mean,cloud_num_mean_max,cloud_num_mean_min,cloud_num_mean_mean,illum_max,illum_min,illum_mean,Ah1n1,Ah3,B,Label_AH1N1,Label_AH3,Label_B
27,2017,33,32,32.28571429,26,25,25.28571429,28.5,27.875,28.32142857,39,38,38.28571429,31,29,29.85714286,33.75,33,33.53571429,25,15,19.85714286,11,3,7,16.875,10.75,13.78571429,2.6,0,1.457142857,0,0,0,0.3375,0,0.1875,94,88,90.28571429,64,57,58.85714286,79,75.125,77.71428571,100,56,82.57142857,45,11,25.71428571,71.5,29.625,47.26785714,83,41,62,5,9,20,warning,normal,danger
28,2017,34,28,31.42857143,26,24,25.14285714,29.125,26.125,27.69642857,40,31,37,30,28,29,34.375,29.375,32.30357143,37,18,23.85714286,22,9,13.42857143,28.25,13,18.58928571,7.7,0,2.685714286,0,0,0,1.975,0,0.576785714,94,87,91.14285714,78,53,63.57142857,84.625,72.875,80.10714286,100,56,84.42857143,57,11,33.42857143,81,29.875,55.08928571,97,69,86,7,3,13,warning,normal,warning
29,2017,31,26,29,25,24,24.28571429,27.125,25.125,26.17857143,37,31,33.85714286,28,27,27.57142857,31.625,28.625,30,33,23,27,19,3,7.571428571,26.75,10.25,16.89285714,12,0,3.742857143,0,0,0,1.725,0,0.596428571,96,91,93.71428571,88,64,74,92.25,81.625,85.71428571,100,83,92.42857143,61,31,44.28571429,82.75,48,67.08928571,62,21,41.28571429,6,5,11,warning,normal,warning
30,2017,31,26,29.42857143,25,24,24.71428571,27.625,25,26.69642857,38,30,35.14285714,29,27,28.28571429,32.875,28,31.03571429,38,26,32.28571429,21,11,17.28571429,28.375,18.5,23.28571429,8.5,0,3.914285714,0,0,0,2.0125,0,0.726785714,94,90,92,86,68,73.28571429,90,81.875,84.75,100,39,83.57142857,51,13,30.85714286,73.25,25.25,52.39285714,21,0,9,13,8,15,danger,warning,danger
31,2017,32,29,30.85714286,26,25,25.28571429,28.125,26.875,27.75,39,35,37.57142857,30,29,29.71428571,33.625,31.625,32.91071429,41,17,33.71428571,21,10,15.28571429,25.125,13.875,21.85714286,11.7,0,7.171428571,0,0,0,2.2125,0,1.1625,93,90,91.42857143,76,68,70.85714286,85.625,81.5,83.07142857,100,41,73.71428571,36,12,22.85714286,77.25,26.125,45.125,69,28,48.14285714,8,19,11,warning,danger,warning
32,2017,35,33,33.28571429,26,25,25.71428571,29.25,28.25,28.875,44,40,41.28571429,32,30,31.28571429,36.5,34.125,35.33928571,24,15,20,8,3,6.285714286,13.375,9,11.55357143,12.2,0.1,4.2,0,0,0,2.3875,0.0125,0.723214286,92,89,90.14285714,62,54,58.71428571,80.125,74.625,77.14285714,73,38,54.28571429,23,10,14.42857143,36.875,23.5,29.5,97,76,88,7,13,6,warning,warning,normal
33,2017,33,29,31.42857143,26,24,25.28571429,28.875,26.125,27.64285714,41,34,37.42857143,32,28,29.42857143,35.75,30,32.55357143,29,16,24.14285714,14,2,7,21.125,10.125,15.39285714,3.8,0,2.171428571,0,0,0,1.1125,0,0.451785714,92,89,90.28571429,72,56,63.14285714,85.5,75.75,79.83928571,100,52,80.57142857,47,12,32.71428571,79.125,29.25,51.23214286,76,34,55,1,13,5,normal,warning,normal
34,2017,32,28,30.57142857,26,24,25,28.25,26,27.16071429,39,32,36.42857143,30,28,28.71428571,33.5,29.875,31.82142857,35,19,26.28571429,15,6,11.14285714,22.5,14.375,17.25,9.7,0.4,4.371428571,0,0,0,2.3,0.0625,0.801785714,93,91,92,79,60,68.42857143,88.125,76.25,82.80357143,100,49,87.14285714,66,19,36,76.625,37.875,56.125,28,0,11,9,15,5,normal,warning,normal
35,2017,34,27,31.71428571,26,24,25.14285714,29.25,25.25,27.76785714,41,31,38.14285714,31,27,29.42857143,35,28.875,33.05357143,31,13,18.85714286,11,4,7,17.625,9.25,12.64285714,7.4,0,1.728571429,0,0,0,1.3,0,0.330357143,94,89,91.57142857,85,55,64.85714286,90.875,75.125,80.69642857,100,34,73.14285714,34,7,21.71428571,80.75,22.75,45.26785714,62,14,36.42857143,4,16,6,normal,danger,normal
36,2017,34,33,33.57142857,27,26,26.14285714,29.75,28.75,29.125,42,40,41,32,30,31.42857143,36.875,35,35.57142857,21,15,18.14285714,11,2,6.142857143,14.5,7,11.35714286,4.9,0,2.3,0,0,0,1.0125,0,0.357142857,91,86,89.14285714,61,55,56.57142857,77.875,73.625,76.01785714,72,48,60.85714286,19,5,12,39.75,24,31.98214286,97,69,86,8,13,3,normal,warning,normal
37,2017,34,30,32.42857143,26,25,25.71428571,29.625,27.375,28.5,42,36,39.57142857,33,29,30.71428571,36.5,32.125,34.35714286,30,11,20.42857143,16,0,6.142857143,21.625,3.625,12.44642857,6.4,0,2.371428571,0,0,0,0.9,0,0.3625,90,86,88.28571429,74,51,60.71428571,83.375,70.875,77.03571429,79,52,61.57142857,30,7,18.28571429,49.75,19.125,33.64285714,83,41,62,3,8,5,normal,warning,normal
38,2017,33,27,30.85714286,26,24,25,28.625,25.25,27.46428571,40,31,37.28571429,31,27,29.57142857,34.625,28.875,32.75,31,12,19.14285714,7,2,4,14.625,6.625,10.19642857,9.5,0.1,5.6,0,0,0,1.6875,0.025,1.076785714,94,87,90.57142857,83,56,67.28571429,90,75.5,81.60714286,100,35,72.28571429,46,13,26.42857143,66,20.5,45.26785714,34,0,14.85714286,3,23,5,normal,danger,normal
39,2017,32,29,30.85714286,26,24,25,28.25,26.25,27.28571429,40,35,37.57142857,30,28,29.14285714,34.375,30.125,32.57142857,42,10,21.85714286,18,1,6.285714286,23.375,6.625,12.625,9.8,4,5.728571429,0,0,0,2.3125,0.575,1.292857143,94,89,92.14285714,78,64,70.14285714,87.25,80.625,83.60714286,100,30,82.85714286,40,11,26.28571429,65.375,20.875,49.66071429,48,7,27.57142857,4,11,3,normal,warning,warning
40,2017,33,26,29.71428571,25,23,24.57142857,28.25,24.625,26.78571429,41,30,36.14285714,30,26,28.28571429,34.125,28.125,31.66071429,23,8,16.14285714,8,3,6,16.375,5.125,10.25,7.9,1.2,4.328571429,0,0,0,2.325,0.2875,1.067857143,95,89,91.85714286,86,57,70.71428571,91.75,77.25,83.64285714,100,44,76.14285714,73,17,32.57142857,89.25,30.375,52.69642857,97,55,76,2,16,8,normal,danger,danger
41,2017,33,30,32,26,25,25.14285714,28.375,26.875,27.91071429,42,37,40,31,29,29.85714286,35.5,31.875,33.96428571,20,12,15.85714286,8,1,4.285714286,13.625,7.625,10.03571429,9.6,0,3,0,0,0,1.35,0,0.503571429,93,88,90.28571429,72,58,62.42857143,85.375,77.125,80.25,95,36,52.42857143,36,10,20.14285714,57.5,25.5,35.21428571,97,55,76,8,7,6,normal,warning,warning
42,2017,32,27,30.42857143,25,24,24.57142857,27.5,25.875,26.89285714,40,31,37.28571429,29,28,28.42857143,33.125,29.25,31.76785714,31,14,19.42857143,16,3,7,22.5,10,13.46428571,8,3.8,5.614285714,0,0,0,1.3625,0.7125,1.096428571,94,91,92.57142857,82,60,68.14285714,88.875,80.5,84,100,50,82.28571429,43,12,29,82.25,29.625,52.75,48,7,27.57142857,1,2,5,normal,warning,warning
43,2017,32,30,31,25,24,24.14285714,27.375,26.75,26.98214286,39,36,37.42857143,28,27,27.71428571,32.25,30.75,31.55357143,24,9,15,9,1,3.571428571,14.625,5.375,9.214285714,4.5,0.1,2.514285714,0,0,0,0.9,0.025,0.460714286,92,88,90,70,56,62.42857143,83,76.875,79.58928571,96,35,61.28571429,26,10,20.42857143,64.75,22.625,41.875,34,0,14.85714286,5,10,5,normal,warning,warning
44,2017,32,25,28.71428571,24,22,23.28571429,26.625,24.375,25.78571429,40,28,34,27,26,26.42857143,31.625,26.875,29.53571429,27,10,15.57142857,9,1,5.285714286,18,6.75,10.76785714,5.3,0.1,1.428571429,0,0,0,0.7875,0.0125,0.276785714,96,88,91.85714286,90,54,68.42857143,93.5,73.25,81.51785714,100,45,75.14285714,52,3,24,79,16.875,46.26785714,90,41,66,3,14,4,normal,danger,warning
45,2017,32,31,31.85714286,25,23,24.14285714,27.5,26,27.125,39,36,38.28571429,29,26,27.85714286,33.125,29.875,32.01785714,23,9,14.42857143,7,3,5,12.375,6.25,9.107142857,5.1,0,2.1,0,0,0,0.6375,0,0.275,93,87,90.28571429,64,56,60,81.625,75.125,79.26785714,100,31,62,28,8,19.71428571,54,21.625,37.42857143,97,62,82,1,4,5,normal,normal,warning
46,2017,33,31,32,25,24,24.57142857,27.75,27.25,27.51785714,41,38,39,30,28,28.71428571,34.125,32.125,32.92857143,20,10,16.28571429,11,3,6.571428571,15.375,6.875,11.32142857,9.4,0,2.628571429,0,0,0,1.2625,0,0.375,93,89,91,68,57,62,81.75,77.25,80.01785714,74,37,53.85714286,28,6,14.14285714,39.625,14.375,28.19642857,55,14,34.42857143,5,5,12,normal,normal,danger
47,2017,33,26,31.14285714,25,24,24.14285714,28,24.625,27.07142857,41,30,37.57142857,30,27,28.28571429,34.5,28.125,32,25,13,16.14285714,9,2,6,16.25,7.25,10.875,6.4,0,0.957142857,0,0,0,1.9625,0,0.285714286,96,86,90.57142857,87,53,61.42857143,92.375,73.875,79.30357143,100,25,63.28571429,57,2,13.42857143,81.25,16.125,32.66071429,28,0,11,3,1,1,normal,normal,normal
48,2017,33,30,32,24,23,23.85714286,27.875,26.25,27.30357143,40,36,37.71428571,28,27,27.71428571,32.625,30.5,31.67857143,22,10,14.57142857,10,1,5,11.625,7.625,9.75,2,0,0.657142857,0,0,0,0.3875,0,0.123214286,91,78,84.14285714,67,49,54.57142857,80.875,67,71.83928571,100,15,65.42857143,28,3,11.42857143,55.75,9.25,30.78571429,76,34,55,4,2,5,normal,normal,normal
49,2017,32,30,31.42857143,25,21,23.71428571,27.75,25.125,27.01785714,39,33,37.14285714,29,23,27.28571429,32.75,27.75,31.32142857,21,9,14.42857143,7,2,3.857142857,11.875,5.875,8.5,2.1,0,0.585714286,0,0,0,0.2875,0,0.0875,89,78,84.57142857,58,54,56,76.375,68.75,73.67857143,72,18,48.57142857,24,8,14.85714286,39.75,13.75,28.08928571,97,76,88,2,1,3,normal,normal,normal
50,2017,32,30,31.14285714,24,22,23,27,25.75,26.35714286,39,34,36.28571429,27,25,26.14285714,31,29.625,30.42857143,20,8,15.14285714,6,0,2,8.375,5.375,7.535714286,1.3,0,0.371428571,0,0,0,0.2875,0,0.073214286,92,83,88.28571429,60,47,53.57142857,78.125,69.875,74.01785714,68,17,43.71428571,32,2,15,49.625,6,27.55357143,69,28,48.14285714,3,2,3,normal,normal,normal
51,2017,33,26,30.14285714,23,20,21.42857143,27.25,23.125,24.98214286,37,27,32.57142857,26,21,23.14285714,30.75,24.25,27.16071429,30,13,22.14285714,12,3,7.285714286,21.375,8.25,14.26785714,0.4,0,0.1,0,0,0,0.05,0,0.014285714,82,61,73.14285714,53,43,48.14285714,66.75,57.375,61.80357143,92,21,66.14285714,45,0,23.71428571,67.375,5.625,40.14285714,21,0,9,1,1,0,normal,normal,normal
52,2017,33,24,30.71428571,24,22,23.28571429,27.625,22.875,26.33928571,37,26,34.57142857,28,22,26,31.75,24.75,29.60714286,38,12,23.14285714,16,5,9.142857143,26.75,9,14.98214286,3.3,0,0.957142857,0,0,0,1.05,0,0.2125,90,78,83.71428571,63,47,54,78.5,62.875,71.28571429,100,23,60.57142857,24,4,15.71428571,68.625,11,37.26785714,62,21,41.28571429,0,1,5,normal,normal,normal
1,2018,33,31,32.28571429,25,22,23.42857143,27.75,25.875,27.08928571,39,34,36.28571429,28,25,26.85714286,31.5,28.625,30.48214286,25,11,16.85714286,12,2,6.428571429,17.75,6.875,11.17857143,0,0,0,0,0,0,0,0,0,88,72,79.57142857,56,41,46.85714286,72.625,59.125,66.19642857,100,12,48.28571429,15,5,10.28571429,54,7.5,24.26785714,97,76,88,0,1,1,normal,normal,normal
2,2018,33,31,32.14285714,25,21,23.14285714,28,25.25,26.98214286,37,33,35.28571429,29,23,26.28571429,32,27.375,29.80357143,20,11,14.28571429,10,3,6.142857143,13.625,8.375,10.33928571,1.8,0,0.257142857,0,0,0,0.225,0,0.032142857,88,64,74.57142857,50,38,43.42857143,71.375,53.375,61.23214286,89,20,56.14285714,44,3,14.57142857,53.625,10.125,27.98214286,69,28,48.14285714,4,0,1,normal,normal,normal
3,2018,33,29,31.71428571,25,23,24.14285714,27.875,25.625,27.05357143,37,33,35.14285714,27,26,26.71428571,31,28.75,30.01785714,18,11,15,6,0,2.571428571,9.5,5.875,7.089285714,1.4,0,0.4,0,0,0,0.1875,0,0.051785714,85,73,80.71428571,58,42,49,73.25,61.5,67.42857143,100,52,77.42857143,44,10,26.28571429,61.5,28.25,47.94642857,21,0,9,2,0,0,normal,normal,normal
4,2018,33,32,32.14285714,25,24,24.57142857,28,27.25,27.55357143,38,36,36.85714286,28,27,27.85714286,31.5,30.875,31.26785714,20,15,16.57142857,7,1,3.714285714,11.875,8,9.482142857,3.4,0,1.114285714,0,0,0,0.4375,0,0.158928571,87,77,81.85714286,57,49,53,74.625,66.125,70.35714286,85,63,73,40,8,22.42857143,67,33.375,45.67857143,62,21,41.28571429,0,1,0,normal,normal,normal
5,2018,33,32,32.57142857,25,22,24.14285714,28,26.125,27.41071429,38,35,37,28,26,27,31.75,29.5,30.57142857,17,14,15.42857143,7,0,4.142857143,10.5,7.875,9.196428571,0.1,0,0.042857143,0,0,0,0.0125,0,0.005357143,87,65,74.42857143,51,33,44.14285714,71.625,52,61.82142857,100,11,59.85714286,20,1,12.85714286,45.75,6.25,33.03571429,97,69,85,2,0,1,normal,normal,normal
6,2018,32,30,31.28571429,22,20,20.85714286,26.375,24.25,25.23214286,36,32,34.14285714,25,22,23.71428571,29.125,26.625,28.08928571,20,13,15.85714286,4,2,3,10.625,7.25,9.035714286,0,0,0,0,0,0,0,0,0,84,66,73.85714286,42,34,37.28571429,66.5,50.75,58.46428571,54,12,25.85714286,16,0,3.714285714,26.125,3.5,10.875,76,34,55,3,0,1,normal,normal,normal
7,2018,35,32,33.85714286,25,22,23.14285714,28,27.125,27.60714286,40,36,37.42857143,28,25,26.14285714,31.5,29.125,30.625,22,11,17.57142857,7,3,4.428571429,13.25,8,10.46428571,0.7,0,0.1,0,0,0,0.0875,0,0.0125,88,62,75.71428571,48,31,37.71428571,68,51.375,59.33928571,84,20,41,11,2,6.142857143,43.625,9.125,19.55357143,28,0,11,0,0,0,normal,normal,normal
8,2018,36,34,35.14285714,25,24,24.71428571,29.375,28.375,28.91071429,40,36,37.71428571,28,27,27.42857143,32.5,30.5,31.30357143,28,20,23.85714286,17,3,10.14285714,20.75,13.75,17,0,0,0,0,0,0,0,0,0,74,65,69.71428571,39,28,34.85714286,58.375,50,55.17857143,31,9,21.71428571,16,0,7.857142857,20,3.625,14.80357143,55,14,34.42857143,2,0,0,normal,normal,normal
9,2018,36,33,34,26,24,25,29.375,28.375,28.85714286,40,36,37.71428571,29,27,28.42857143,33,31.125,32.10714286,24,19,21,13,4,8.285714286,16.625,10.375,13.51785714,0,0,0,0,0,0,0,0,0,86,64,75.28571429,49,31,41,68.375,51.375,60.44642857,80,18,48,31,1,14,47.125,9.25,28.32142857,97,62,83,2,0,0,normal,normal,normal
10,2018,37,34,35.85714286,26,24,25.14285714,30.25,28.875,29.69642857,41,38,38.85714286,30,27,28.57142857,33.625,31.875,32.625,25,15,21.14285714,12,2,7.714285714,17.625,9.625,13.60714286,0,0,0,0,0,0,0,0,0,85,59,71.14285714,44,30,33,64.75,47.625,54,57,9,24,12,0,6.714285714,34,5.125,14.64285714,83,41,62,3,3,0,normal,normal,normal
11,2018,36,33,34.57142857,26,25,25.28571429,29.75,28.625,29.19642857,40,36,37.71428571,29,27,28,32.375,31.5,31.91071429,28,18,22,17,1,10.14285714,20.375,11,16.19642857,1.4,0,0.242857143,0,0,0,0.3125,0,0.05,82,65,73.85714286,47,32,38.42857143,65.75,50.5,58.71428571,60,20,40.57142857,27,7,14.42857143,38.875,14.875,25.76785714,34,0,14.85714286,5,0,3,normal,normal,normal
12,2018,36,33,34.71428571,26,25,25.71428571,29.625,28.375,29.17857143,40,37,38.14285714,30,28,28.71428571,33.5,31.375,32.44642857,24,18,21.28571429,13,2,6.857142857,15.75,11,13.32142857,2.5,0,0.657142857,0,0,0,0.825,0,0.157142857,84,61,75,47,33,38.14285714,66.25,49.5,59.03571429,73,19,42.28571429,21,0,8.857142857,41.625,10.25,23.89285714,48,7,27.57142857,4,0,0,normal,normal,normal
13,2018,36,33,34.28571429,25,25,25,29.5,28.25,28.875,38,36,37.42857143,29,27,28,32.5,31.125,31.78571429,29,19,21.71428571,15,2,6.285714286,16.75,9.75,12.80357143,0.8,0,0.185714286,0,0,0,0.125,0,0.026785714,82,71,74.85714286,49,30,39.14285714,67.25,52.25,58.98214286,85,20,47.14285714,18,4,12.14285714,36.5,14.25,24.35714286,97,55,76,0,0,0,normal,normal,normal
14,2018,36,30,33,27,25,25.57142857,30.375,27.375,28.85714286,38,34,36,29,28,28.42857143,33,30.125,31.58928571,26,14,21.42857143,13,3,8.142857143,17.125,10.5,13.66071429,0.2,0,0.042857143,0,0,0,0.05,0,0.008928571,83,60,73.71428571,57,32,43.14285714,68,50.875,59.21428571,99,39,64.57142857,37,4,17.28571429,58.25,20.125,38.80357143,97,55,76,2,0,0,normal,normal,normal
15,2018,37,35,36,27,25,26.71428571,30.875,30.125,30.44642857,42,38,40,31,29,30.28571429,35,33.125,34.125,29,22,24.28571429,15,6,11.28571429,18.375,13.875,16.76785714,0,0,0,0,0,0,0,0,0,81,62,74.85714286,46,30,38.57142857,63.875,48,58.67857143,77,20,42.14285714,19,3,12.28571429,41.5,10.625,23.57142857,48,7,27.57142857,2,0,0,normal,normal,normal
16,2018,38,34,35.57142857,27,26,26.85714286,31.125,30,30.53571429,42,38,40,31,30,30.42857143,35,33.375,34.19642857,29,17,23,13,1,8.714285714,19.125,11,15.28571429,0.2,0,0.057142857,0,0,0,0.025,0,0.007142857,78,70,74.42857143,45,33,40.28571429,61,55.875,58.5,86,28,54.57142857,23,7,16.14285714,45.25,15,35.03571429,34,0,14.85714286,4,0,0,normal,normal,normal
17,2018,37,35,36.14285714,28,27,27.42857143,31.375,30.625,31,41,40,40.42857143,33,32,32.28571429,35.875,34.75,35.46428571,27,18,22.28571429,15,7,10.57142857,20.25,11.25,15.42857143,1.6,0,0.257142857,0,0,0,0.2,0,0.033928571,79,71,76.42857143,43,33,38.71428571,62.875,56.75,60.14285714,68,25,43.28571429,21,5,12.57142857,35.625,17,24.58928571,83,41,62,1,2,0,normal,normal,normal
18,2018,36,34,34.57142857,28,27,27.42857143,30.875,30.125,30.5,41,38,39.28571429,32,32,32,36,34.625,35.25,24,15,19.57142857,11,5,8.142857143,15,9.25,12.64285714,6.4,0,1.757142857,0,0,0,1.3,0,0.316071429,81,73,76.71428571,48,40,44.85714286,66.25,60.375,62.42857143,75,42,52.85714286,35,14,22.14285714,42.375,24.375,35.42857143,97,62,81,1,0,0,normal,normal,normal
19,2018,36,34,34.57142857,28,27,27.28571429,30.75,30,30.39285714,44,38,40.14285714,33,32,32.57142857,37,35,35.80357143,24,14,17.42857143,13,4,7.428571429,15.625,8,11.375,4.1,0.3,1.728571429,0,0,0,0.8125,0.0375,0.2875,83,78,79.85714286,53,40,47.42857143,69.125,62.125,65.98214286,92,41,63.85714286,33,5,17.71428571,53.625,24.125,36.375,55,14,34.42857143,3,0,0,normal,normal,normal
20,2018,36,35,35.28571429,28,27,27.85714286,31.25,30.375,30.82142857,43,39,41.28571429,34,32,33.28571429,37.5,35.875,36.51785714,21,12,18,11,2,6.714285714,14.875,7.625,11.33928571,4,0,1.485714286,0,0,0,0.5375,0,0.214285714,80,75,78.57142857,49,41,46.14285714,67.625,61.875,64.19642857,83,28,54.42857143,30,7,17.85714286,45.125,17.375,32.01785714,28,0,11,0,0,0,normal,normal,normal
21,2018,36,32,34.14285714,28,26,27.28571429,31.25,28.625,30.14285714,41,38,39.85714286,34,30,32.14285714,37.125,33.625,35.51785714,16,10,14.28571429,11,1,5.714285714,13.625,7,9.678571429,2.2,0,1.271428571,0,0,0,0.4375,0,0.194642857,83,74,79.28571429,55,41,48.42857143,73,61.75,66.73214286,88,53,73.42857143,45,9,28.28571429,65.375,38,50.19642857,76,34,55,1,0,0,warning,normal,normal
22,2018,35,28,32.57142857,28,25,26.57142857,30.75,26.625,29.28571429,41,33,38.42857143,34,28,31.42857143,37.25,30.25,34.66071429,27,15,19.71428571,10,2,6,14.375,10,11.92857143,8.8,1.6,4.485714286,0,0,0,1.3125,0.3,0.707142857,92,80,84.28571429,76,44,54.57142857,84.25,66,71.625,100,52,73.14285714,73,10,30,93.625,29,46.73214286,97,76,88,18,0,0,danger,normal,normal
23,2018,32,30,31.28571429,26,25,25.57142857,28.5,26.875,27.875,39,35,36.71428571,30,28,29.28571429,33.625,30.875,32.23214286,35,16,30.28571429,16,4,10.85714286,24.5,8.75,19.07142857,9.5,0.2,4.1,0,0,0,2.175,0.0375,0.810714286,89,86,87,66,59,61.85714286,79.75,75.375,77.41071429,100,56,74.42857143,55,18,34.57142857,79.75,31.625,51.76785714,69,28,48.14285714,6,0,0,warning,normal,normal
24,2018,33,29,32,27,25,25.85714286,29.125,26,27.89285714,40,34,37.14285714,31,28,29.42857143,34.25,29.75,32.30357143,36,18,27.85714286,20,3,11.57142857,27.75,9.375,19.375,6.4,1,3.557142857,0,0,0,1.8625,0.125,0.826785714,91,84,87,77,56,61.14285714,86.75,74.5,77.67857143,100,62,78.57142857,48,27,38.28571429,65.75,48.25,55.39285714,21,0,9,9,0,0,danger,normal,normal
25,2018,34,29,31.57142857,26,25,25.28571429,28.875,26.25,27.89285714,40,34,37.85714286,30,28,29.28571429,34.75,30.125,32.91071429,42,17,25.42857143,14,8,10.57142857,23.5,13.375,16.98214286,7.2,0.5,3.442857143,0,0,0,1.6,0.0625,0.669642857,94,90,91.71428571,79,53,65,88.25,76.25,80.69642857,100,37,75.14285714,59,10,28.42857143,77.875,24,47.82142857,62,21,41.28571429,6,0,0,warning,normal,normal
26,2018,33,32,32.71428571,26,25,25.42857143,29,28,28.51785714,40,37,39,30,29,29.71428571,34.5,32.75,33.83928571,24,13,18.71428571,14,1,8.142857143,17.375,7.125,12.16071429,7.1,0.1,2.3,0,0,0,0.8875,0.0125,0.392857143,91,88,89.28571429,60,53,56.28571429,77.875,73.875,75.80357143,84,51,64.71428571,24,11,17.42857143,43.25,30.125,36.07142857,97,69,85,4,0,0,warning,normal,normal
27,2018,32,30,31,25,24,24.85714286,28,26.5,27.28571429,38,35,36.42857143,30,28,28.28571429,32.875,30.375,31.5,42,23,34.57142857,23,10,16,26.75,19.375,23.32142857,9.7,4.7,7.885714286,0,0,0,2.3375,0.925,1.489285714,92,89,90.57142857,72,60,66.71428571,84.25,78.25,80.91071429,97,17,62.57142857,45,12,24,67.5,14,40.30357143,76,34,55,7,1,0,danger,normal,normal
28,2018,31,28,29.42857143,25,24,24.71428571,27.5,25.625,26.41071429,38,32,34.85714286,29,27,28,32.5,29.25,30.32142857,45,27,35,22,17,18.57142857,32.5,20.125,25.625,7.2,0,3.4,0,0,0,1.4875,0,0.708928571,94,90,92.28571429,78,67,74.57142857,88.75,81.125,85.76785714,100,37,83.42857143,40,15,29.28571429,68.5,27.875,56.64285714,28,0,11,2,0,0,warning,normal,normal
29,2018,31,28,29.57142857,25,24,24.85714286,27.625,25.875,26.83928571,37,33,35.28571429,29,27,28.14285714,32.375,29.75,31.03571429,43,24,32.14285714,22,9,17.57142857,30.375,18.625,24.76785714,9.6,0,3.057142857,0,0,0,1.2,0,0.428571429,95,91,93.14285714,80,71,74.71428571,89.625,82.75,85.75,100,56,84.57142857,46,22,32.85714286,71.875,36,55.46428571,55,14,34.42857143,7,0,0,danger,normal,normal
30,2018,31,30,30.71428571,26,25,25.14285714,27.75,27.25,27.5,38,37,37.42857143,29,29,29,32.625,32.125,32.375,36,22,28.42857143,23,12,15.28571429,27.875,18.5,21.71428571,12.5,0,4.628571429,0,0,0,2.175,0,0.871428571,93,90,92.28571429,74,67,70.85714286,84.375,80.875,83.03571429,62,35,49.14285714,26,13,19.85714286,38.625,26.375,32.5,97,62,82,2,0,0,warning,normal,normal
31,2018,33,30,31.57142857,25,25,25,28.625,26.75,27.64285714,39,35,37,29,28,28.71428571,33.5,30.875,32.08928571,44,19,30.85714286,16,7,12.57142857,25.125,14.625,19.98214286,7.7,0,3.157142857,0,0,0,1.2625,0,0.5125,93,84,88.57142857,72,56,63.85714286,85,72.5,78.73214286,100,46,67.28571429,31,13,20.71428571,62.875,30.625,42.32142857,90,48,69,3,2,0,warning,normal,normal
32,2018,30,27,29.14285714,25,24,24.71428571,26.75,25.125,26.30357143,36,31,34,28,27,27.71428571,30.625,28.25,29.92857143,45,34,37.85714286,21,12,17,29.125,20.5,25.53571429,9.7,2.3,5.471428571,0,0,0,2.4625,0.3875,1.253571429,94,89,92.85714286,84,72,75,89.375,81.375,85.82142857,100,65,90.57142857,56,20,35.71428571,77.375,46.375,63.35714286,41,0,20.71428571,6,2,3,danger,normal,normal
33,2018,31,29,30.14285714,25,25,25,27.375,26.5,27.01785714,37,34,35.71428571,29,28,28.28571429,31.75,30.5,31.16071429,42,28,32.57142857,19,11,15.57142857,26.75,18.125,23.42857143,5.9,0.2,3.014285714,0,0,0,1.2375,0.025,0.675,93,89,90.85714286,78,66,70.42857143,87.875,79.75,82.91071429,100,51,78.42857143,47,25,33.28571429,71.125,42.375,56.92857143,41,0,20.71428571,1,0,0,normal,normal,normal
34,2018,32,30,31,25,25,25,27.625,27.125,27.41071429,38,36,37,30,29,29.14285714,33,31.75,32.28571429,34,24,29.71428571,15,8,12.28571429,21.25,15.25,19.14285714,6.3,2.9,4.885714286,0,0,0,1.375,0.3625,0.807142857,92,90,91.57142857,73,61,68.42857143,83.375,79.5,81.91071429,72,39,52.42857143,30,11,18.71428571,46.625,26.25,33.55357143,90,48,69,4,0,0,normal,normal,normal
35,2018,33,29,31.85714286,25,24,24.85714286,28.5,26.5,27.83928571,40,34,37.42857143,30,28,28.85714286,33.875,30.875,32.5,30,20,23.85714286,16,8,12,20.75,13,17.57142857,5.8,0,2.4,0,0,0,1.2125,0,0.428571429,92,88,89.42857143,75,57,62,83,74,77.375,74,47,61,26,5,12.57142857,40.875,20.75,29.98214286,97,55,80,2,1,0,normal,normal,normal
