weeks,year,temp_num_max_max,temp_num_max_min,temp_num_max_mean,temp_num_min_max,temp_num_min_min,temp_num_min_mean,temp_num_mean_max,temp_num_mean_min,temp_num_mean_mean,feels_num_max_max,feels_num_max_min,feels_num_max_mean,feels_num_min_max,feels_num_min_min,feels_num_min_mean,feels_num_mean_max,feels_num_mean_min,feels_num_mean_mean,gust_num_max_max,gust_num_max_min,gust_num_max_mean,gust_num_min_max,gust_num_min_min,gust_num_min_mean,gust_num_mean_max,gust_num_mean_min,gust_num_mean_mean,rain_num_max_max,rain_num_max_min,rain_num_max_mean,rain_num_min_max,rain_num_min_min,rain_num_min_mean,rain_num_mean_max,rain_num_mean_min,rain_num_mean_mean,humid_num_max_max,humid_num_max_min,humid_num_max_mean,humid_num_min_max,humid_num_min_min,humid_num_min_mean,humid_num_mean_max,humid_num_mean_min,humid_num_mean_mean,cloud_num_max_max,cloud_num_max_min,cloud_num_max_mean,cloud_num_min_max,cloud_num_min_min,cloud_num_min_mean,cloud_num_mean_max,cloud_num_mean_min,cloud_num_mean_mean,illum_max,illum_min,illum_mean,Ah1n1,Ah3,B,Label_AH1N1,Label_AH3,Label_B
36,2018,32,29,30.71428571,25,24,24.85714286,28.125,26.5,27.33928571,39,35,36.85714286,29,28,28.71428571,33.5,30.375,31.89285714,35,16,24.14285714,12,3,8.428571429,21.875,10.875,15.16071429,9,0.7,4.6,0,0,0,1.625,0.1125,0.775,93,88,90.14285714,72,57,65.85714286,84.875,75,80.66071429,100,52,67.57142857,47,16,29.14285714,71.75,29.5,46.41071429,48,7,27.57142857,1,1,0,normal,normal,normal
37,2018,32,29,30.57142857,26,24,25,28.25,26.125,27.14285714,39,35,36.85714286,29,28,28.57142857,33.75,30,31.78571429,43,14,26.28571429,18,2,7.571428571,25.75,9.75,15.69642857,9.2,0.4,4.814285714,0,0,0,2.4875,0.0625,1.205357143,93,90,92,77,58,67.42857143,87,75.125,82.25,100,40,79.42857143,46,18,33.71428571,76.625,29.5,54.41071429,34,0,14.85714286,2,2,2,normal,normal,normal
38,2018,32,28,30.42857143,25,24,24.71428571,27.75,25.75,27,40,33,36.57142857,29,27,28.28571429,33.375,29.25,31.71428571,35,14,23.57142857,16,3,7.285714286,26.125,8.5,14.42857143,9.4,0.4,4.171428571,0,0,0,1.6625,0.05,0.860714286,95,88,91.14285714,80,60,68.57142857,88.75,78.625,82.76785714,100,34,65.28571429,57,14,28.14285714,70.875,27,44.23214286,83,41,62,4,4,0,normal,warning,normal
39,2018,33,31,32.14285714,25,24,24.85714286,28.625,27.625,28.125,40,38,38.85714286,30,29,29.42857143,34.625,32.5,33.71428571,21,13,16.85714286,5,1,3.857142857,11.625,6.25,9.821428571,6.6,0.7,2.728571429,0,0,0,1.2625,0.0875,0.519642857,91,87,89.28571429,65,57,60.57142857,79.25,74.5,77.42857143,90,30,56.28571429,26,12,15.42857143,60.125,21.625,32.41071429,97,69,86,7,3,0,normal,warning,normal
40,2018,33,29,31.57142857,26,24,25,28.875,26.25,27.55357143,40,35,38,31,28,29,34.625,30.625,32.51785714,28,11,19.57142857,11,1,4.428571429,13.875,5.125,9.821428571,10.4,2.9,5.557142857,0,0,0,2.35,0.5875,1.117857143,93,86,89.85714286,73,56,62.71428571,86.125,75.625,79.96428571,100,32,77.57142857,41,18,28.57142857,67.25,26.125,51.07142857,62,21,41.28571429,4,9,2,normal,danger,normal
41,2018,34,32,33,25,24,24.57142857,28.75,27.375,28.10714286,46,39,41,29,28,28.57142857,34.375,32.5,33.57142857,21,12,16.57142857,7,2,4,11.625,8.25,10.125,5,0,1.357142857,0,0,0,0.7,0,0.1875,87,85,86.42857143,59,53,56.85714286,77.875,72.75,74.92857143,61,12,42.28571429,17,0,10.14285714,31.125,7.25,21.58928571,21,0,9,4,6,0,normal,warning,normal
42,2018,32,28,31.28571429,25,24,24.57142857,28.25,25.625,27.375,39,34,37.57142857,30,27,28.57142857,33.625,30.25,32.41071429,25,10,15.71428571,14,2,6.857142857,20.5,5.125,10.94642857,6.7,0.3,2.371428571,0,0,0,1.75,0.0375,0.533928571,93,88,90.57142857,76,58,63.42857143,86.5,75.625,79.58928571,100,24,52.57142857,27,9,16.85714286,54.875,17.25,31.75,69,28,48.14285714,5,5,2,normal,warning,normal
43,2018,33,31,32.57142857,25,24,24.71428571,28.25,27.125,27.875,43,37,39.85714286,29,28,28.71428571,34.125,32.25,33.375,23,14,16.85714286,13,2,5.428571429,15.875,6.375,10.85714286,7.5,0,1.385714286,0,0,0,1.3625,0,0.235714286,92,87,89,66,53,58,81.25,73.5,77.03571429,72,22,46.28571429,17,4,10.14285714,34.875,15.625,24.51785714,97,76,88,6,4,3,normal,warning,normal
44,2018,33,31,32.42857143,25,21,23.71428571,28.25,26,27.48214286,40,36,38.42857143,29,25,27.28571429,33.5,30.125,32.03571429,19,7,13.42857143,5,1,3.285714286,9.875,4.875,7.875,0.5,0,0.1,0,0,0,0.0875,0,0.016071429,87,73,81.42857143,56,49,52.42857143,75.75,63.75,69.58928571,76,22,42.57142857,18,0,10.28571429,32.25,11.375,21,76,28,51.14285714,4,13,0,normal,danger,normal
45,2018,34,27,32.14285714,25,24,24.42857143,28.25,25.75,27.60714286,42,31,38,30,27,28.14285714,34.125,28.875,32.08928571,26,10,17.71428571,12,4,8.714285714,17.625,7.5,12.875,1.6,0,0.5,0,0,0,0.2125,0,0.064285714,91,78,84.57142857,80,48,56.42857143,84.125,67.625,73.48214286,68,23,39.14285714,46,6,16.14285714,53.25,11.875,25.625,21,0,9,4,9,7,normal,warning,danger
46,2018,33,30,32.14285714,25,24,24.57142857,28.125,26.625,27.71428571,40,35,38.28571429,29,27,28.28571429,33,30.5,32.375,21,13,16.57142857,7,3,5.285714286,12.5,7.5,10.53571429,3.3,0,0.5,0,0,0,0.4125,0,0.0625,88,82,84.42857143,66,52,57.85714286,77.25,72,74.23214286,66,43,51.71428571,24,5,12,37.5,24.75,27.39285714,62,21,41.28571429,4,5,5,normal,warning,warning
47,2018,32,26,30.42857143,25,23,23.85714286,27.5,25,26.69642857,45,28,35.85714286,28,26,26.85714286,33.5,27.25,30.5,55,14,27.42857143,32,2,11.57142857,43.125,7.25,19.10714286,50.8,0,7.928571429,0,0,0,9.95,0,1.544642857,94,81,87,75,48,59.71428571,85.75,68.25,75.05357143,100,22,59.85714286,41,0,16.28571429,73.875,13.625,33.48214286,97,69,86,2,9,5,normal,danger,warning
48,2018,33,26,31,26,23,23.85714286,28.25,24.125,26.94642857,39,30,36.85714286,29,25,27.42857143,32.875,27.125,31.35714286,32,11,16.14285714,12,2,7.285714286,19.875,6.75,11.48214286,10.4,0,1.942857143,0,0,0,1.525,0,0.275,95,83,88.85714286,83,52,61.57142857,90.625,72.625,78.08928571,100,23,49.71428571,58,6,15.42857143,83.125,13.875,29.08928571,83,41,62,1,9,5,normal,danger,warning
49,2018,34,31,32.71428571,25,24,24.57142857,28.25,27.625,27.98214286,40,36,37.85714286,29,28,28.28571429,32.75,31.625,32.23214286,22,10,16.28571429,14,5,9.285714286,16.625,7.5,12.46428571,0,0,0,0,0,0,0,0,0,83,76,79.57142857,59,44,50.71428571,72.375,64.75,68.39285714,60,10,36.42857143,16,0,9.285714286,31.5,5.875,19.28571429,34,0,14.85714286,0,5,12,normal,normal,danger
50,2018,33,32,32.71428571,25,23,24.28571429,28.25,27.5,27.92857143,38,35,37.28571429,29,27,28,32.375,30.75,31.85714286,18,13,15.85714286,11,7,9,14.25,10,12.5,6.2,0,0.885714286,0,0,0,0.95,0,0.135714286,88,75,81.71428571,60,46,50.14285714,71.375,63.75,67.76785714,70,30,46.71428571,15,2,8.571428571,32.625,15.625,22.96428571,48,7,27.57142857,1,1,5,normal,normal,warning
51,2018,33,31,31.85714286,25,23,24.28571429,27.75,26.75,27.375,38,34,36.42857143,28,26,27.42857143,32,29.875,31.14285714,17,11,13.57142857,7,1,3.142857143,10,5.375,7.839285714,2.1,0,0.357142857,0,0,0,0.2625,0,0.044642857,86,77,82.85714286,58,49,53.42857143,72.25,67.625,70.60714286,100,25,70.14285714,18,13,15.14285714,46.625,20.25,34.80357143,97,55,76,1,2,0,normal,normal,normal
52,2018,33,29,31.28571429,25,23,24.28571429,28,25.625,26.92857143,39,34,36.71428571,29,26,27.42857143,32.75,29.5,31,25,10,14.85714286,3,1,2,9.5,5.875,7.5,3.2,0,1.814285714,0,0,0,0.575,0,0.321428571,92,85,87.71428571,68,50,58.14285714,82.5,71.5,76.53571429,100,61,85.85714286,34,14,25,66.5,38.875,51.07142857,97,55,76,1,1,7,normal,normal,normal
1,2019,36,26,31.42857143,26,23,24.85714286,30.75,24.125,27.76785714,38,28,34,28,25,26.71428571,32.625,26.125,29.96428571,34,18,28.14285714,21,8,13.42857143,25.625,13.125,21.33928571,9.9,0,2.042857143,1.1,0,0.2,4.1875,0,0.778571429,85,68,77.57142857,74,34,53.14285714,80.5,55.375,65.92857143,96,19,64.57142857,69,0,26.42857143,86.5,8.25,41.67857143,34,0,14.85714286,0,0,0,normal,normal,normal
2,2019,35,32,33.71428571,26,25,25.57142857,30.25,28.25,29.16071429,38,34,36.57142857,28,26,27,31.875,30.125,31.17857143,23,12,17.57142857,13,4,6.857142857,16,8,11.76785714,2.6,0,0.5,0,0,0,0.9375,0,0.155357143,72,66,68.71428571,49,37,42.42857143,60,54,56.82142857,86,29,65.85714286,31,3,18.14285714,48.875,11.25,37.51785714,48,7,27.57142857,0,1,0,normal,normal,normal
3,2019,36,33,34.42857143,27,25,25.71428571,30.5,29,29.71428571,37,35,36.14285714,28,27,27.42857143,32.75,30.25,31.55357143,19,16,17.71428571,9,1,5.857142857,13.375,9,11.17857143,2.4,0,0.342857143,0,0,0,0.65,0,0.092857143,80,66,68.85714286,43,33,37.85714286,59.625,51.375,55.03571429,83,22,52.71428571,37,7,16.28571429,56.25,14.5,32.32142857,97,55,76,1,0,3,normal,normal,normal
4,2019,35,33,34.42857143,26,24,24.85714286,29.875,28.75,29.30357143,36,34,35.42857143,28,26,26.57142857,31.75,29.75,30.875,21,14,17.42857143,7,2,4.571428571,11.25,7.75,9.232142857,0.3,0,0.071428571,0,0,0,0.05,0,0.010714286,73,64,67.85714286,44,28,32.57142857,57.875,51.25,53.80357143,81,6,36.42857143,9,0,4.428571429,35.75,3,14.96428571,97,55,76,1,0,1,normal,normal,normal
5,2019,36,33,34.28571429,26,25,25.42857143,29.875,28.5,29.05357143,38,35,36,28,26,27,31.625,29.75,30.80357143,28,19,23,9,5,7.142857143,15.875,12.125,13.75,0,0,0,0,0,0,0,0,0,76,63,67.71428571,46,28,38.71428571,61.625,53,55.60714286,81,33,50.71428571,30,8,15.71428571,53.375,18.5,31.28571429,48,0,23.57142857,0,0,0,normal,normal,normal
6,2019,36,35,35.28571429,26,24,25.28571429,31.125,29,30.08928571,39,35,37.42857143,29,26,27.42857143,33.5,31.625,32.39285714,32,23,26.71428571,13,8,9.285714286,20,14.375,16.80357143,0,0,0,0,0,0,0,0,0,82,66,76.57142857,41,25,35.14285714,64.5,47.875,58.64285714,51,9,27.71428571,14,0,6.285714286,25.25,2.125,15.33928571,41,0,20.71428571,0,0,0,normal,normal,normal
7,2019,36,34,34.71428571,27,24,25.57142857,30.625,29,29.85714286,36,34,35.57142857,28,26,27.14285714,31.5,30.125,31.23214286,29,23,26,14,9,10.85714286,19.75,16.5,17.76785714,0,0,0,0,0,0,0,0,0,86,59,67,41,22,32.14285714,66.125,44.25,52.21428571,64,11,28.28571429,9,1,4.857142857,27.5,5.25,13.92857143,90,48,69,1,0,0,normal,normal,normal
8,2019,36,33,34.57142857,26,25,25.42857143,31,28.875,29.67857143,39,35,36.57142857,29,27,27.71428571,33.25,30.75,31.83928571,32,24,26.42857143,14,12,13.14285714,22.875,17.375,18.85714286,0,0,0,0,0,0,0,0,0,82,65,74,49,31,39.28571429,63.875,51.875,59.07142857,90,20,47.42857143,16,4,9.428571429,48.625,13.625,25.35714286,97,62,82,2,0,0,normal,normal,normal
9,2019,36,34,35,26,25,25.57142857,30.625,28.875,29.91071429,37,36,36.14285714,28,27,27.28571429,32.75,31,31.82142857,29,26,27.85714286,15,9,11.57142857,21.875,17.5,18.91071429,0,0,0,0,0,0,0,0,0,75,64,70.71428571,41,28,33.71428571,58.625,50.25,54.71428571,21,6,12.71428571,3,0,1.428571429,8.625,3.75,6.178571429,55,7,30.57142857,2,0,2,normal,normal,normal
10,2019,39,35,36.14285714,27,25,26,32.875,29.5,30.82142857,42,36,38.71428571,31,27,28.85714286,36.125,31.25,33.46428571,27,23,25.14285714,15,5,9.285714286,20.25,11.625,15.53571429,0,0,0,0,0,0,0,0,0,85,77,80.42857143,37,28,32.85714286,61.25,56.25,60.05357143,67,18,42.57142857,18,0,5.714285714,32.875,8.375,18.60714286,34,0,14.85714286,1,0,0,normal,normal,normal
11,2019,39,34,36.71428571,29,27,27.85714286,32.75,30.25,31.73214286,41,36,38.71428571,31,29,30.28571429,35.125,32.625,34.14285714,33,23,27,15,5,9.714285714,19.625,13,16.76785714,0,0,0,0,0,0,0,0,0,77,62,69.42857143,39,26,32.71428571,59.75,48.25,53.96428571,50,26,36.57142857,27,0,11.14285714,39.25,8,23.5,83,41,62,0,0,0,normal,normal,normal
12,2019,36,35,35.71428571,28,27,27.42857143,31.625,30.375,31.08928571,40,37,38.71428571,32,29,30.57142857,35.25,32.875,34.07142857,28,21,25.42857143,21,6,14.14285714,24.125,12.25,18.85714286,4.8,0,1.242857143,0,0,0,1.0375,0,0.3,78,68,72.14285714,42,31,38,61.375,51.875,57.26785714,85,18,66,36,5,16.85714286,59,11.75,40.98214286,97,69,86,3,0,0,normal,normal,normal
13,2019,38,34,35.57142857,28,28,28,32.375,30.625,31.28571429,42,38,38.85714286,32,29,31,36.375,33.25,34.39285714,31,19,26,19,5,12.42857143,23.75,12.625,18.23214286,11.5,0,1.671428571,0,0,0,1.8375,0,0.266071429,78,65,72.42857143,47,30,38.71428571,62,49.375,57.16071429,79,23,51,27,7,14.14285714,64.5,14.375,34.21428571,62,21,41.28571429,5,0,2,normal,normal,normal
14,2019,37,33,35.28571429,28,27,27.85714286,31.5,29.875,30.91071429,40,38,38.42857143,32,30,30.85714286,34.75,32.875,33.92857143,29,21,24,17,7,13,20.625,13.875,17.57142857,5.1,0,0.814285714,0.6,0,0.085714286,3.35,0,0.496428571,76,71,72.85714286,52,30,40.42857143,65.75,54.125,59.01785714,94,10,61.71428571,40,2,18.71428571,71.25,5.875,39.125,21,0,9,3,0,0,normal,normal,normal
15,2019,38,36,36.85714286,29,28,28.85714286,33.125,31.75,32.33928571,42,40,41,34,31,33,37,35.125,36.46428571,25,21,23.14285714,12,8,10.14285714,17.75,13.625,15.55357143,0.3,0,0.057142857,0,0,0,0.0625,0,0.0125,75,72,73.57142857,44,33,38.14285714,60.375,55.125,58.125,77,37,53.85714286,25,11,16.85714286,59.5,21.375,34.14285714,69,28,48.14285714,5,0,0,normal,normal,normal
16,2019,37,35,35.85714286,30,29,29.42857143,32.5,31.625,32.05357143,42,40,41,35,32,33.71428571,37.375,35.875,36.75,25,18,22,12,9,10.71428571,18.75,13.375,15.30357143,8.4,0,1.614285714,0.4,0,0.057142857,2.6625,0,0.4625,76,67,70.85714286,51,35,44,63.625,55.375,59.16071429,86,39,72,39,3,16,70.5,15,44.16071429,97,76,88,3,0,0,normal,normal,normal
17,2019,39,35,37.28571429,30,29,29.14285714,33.875,31.625,32.78571429,42,39,41.14285714,35,33,33.85714286,37.75,36.625,37.125,28,19,24.28571429,15,9,12.71428571,19.375,12.25,17.51785714,2.9,0,0.771428571,0,0,0,0.825,0,0.2125,78,70,73.28571429,51,30,37.85714286,66,54.25,58.51785714,96,25,54.14285714,46,8,20.57142857,68.75,14.125,36.60714286,76,34,55,4,0,0,normal,normal,normal
18,2019,37,35,36,30,29,29.42857143,33.125,31.625,32.39285714,43,41,41.42857143,35,33,34.14285714,38.625,36.625,37.64285714,24,18,21.14285714,15,7,10.85714286,17.375,11.875,15.35714286,10.9,0.1,3.071428571,0,0,0,2.975,0.0125,0.823214286,77,72,73.14285714,52,39,44.57142857,64.75,58.5,60.32142857,90,63,79,45,14,31.85714286,75,49.25,57.875,28,0,10,1,0,0,normal,normal,normal
19,2019,35,32,34.42857143,30,26,28.71428571,32.125,29.875,31.17857143,41,38,40.28571429,35,28,33.14285714,37.875,34.5,36.44642857,32,15,24,15,3,11.57142857,19.75,8.125,16.69642857,14,2.6,6.514285714,0.4,0,0.057142857,3.6375,0.6,1.925,81,73,77.28571429,60,48,51.42857143,72,63.125,66.375,100,77,89.14285714,55,21,37.71428571,79.75,58,67.91071429,62,21,41.28571429,0,0,1,normal,normal,normal
20,2019,36,34,35.14285714,29,29,29,32.125,31,31.76785714,42,40,41,35,34,34.28571429,38,36.75,37.39285714,30,20,22.14285714,14,11,12.57142857,18.75,14.375,16.07142857,9.5,0.1,3,0.2,0,0.028571429,3.9125,0.025,1.073214286,82,75,78.28571429,53,44,47.85714286,69.25,60.5,64,87,79,84.42857143,54,18,36.85714286,77.25,49.25,62.69642857,97,69,86,1,0,0,normal,normal,normal
21,2019,36,34,35.14285714,30,28,29,32.375,30.5,31.625,42,40,40.85714286,35,32,34.14285714,38,35.875,37.125,31,16,21.42857143,14,8,11,20,12.125,14.94642857,11.3,0.2,4.442857143,0,0,0,2.825,0.0375,1.060714286,82,72,77,52,45,48.28571429,69.25,60.375,64.21428571,100,79,90.85714286,44,15,25.28571429,67.375,48.75,57.71428571,83,41,62,3,0,2,normal,normal,normal
22,2019,37,35,35.85714286,29,28,28.85714286,32.375,31.25,31.85714286,44,40,41.71428571,35,33,34.28571429,38.25,36.625,37.64285714,20,12,16.42857143,11,1,5.428571429,15.375,6.5,10.21428571,4.1,0,1.842857143,0.1,0,0.014285714,1.175,0,0.580357143,84,76,79,52,39,46.28571429,67.125,61.875,64.875,89,46,71.57142857,47,5,28.14285714,62.5,22.5,49.32142857,34,0,14.85714286,0,0,3,normal,normal,normal
23,2019,35,32,33.57142857,29,27,28.14285714,31.375,29.25,30.44642857,42,38,39.85714286,35,31,33,37.625,34.5,35.875,27,17,20,11,3,8,18.375,9.75,13.33928571,11.5,1.1,4.428571429,0,0,0,3.1875,0.35,1.376785714,84,80,81.57142857,64,50,55.42857143,76,68.375,70.69642857,92,79,83.42857143,54,10,34,72.875,46.375,61.69642857,48,7,27.57142857,0,0,2,normal,normal,warning
24,2019,35,30,33,28,20,25.85714286,30.25,27,29.35714286,42,36,39.57142857,32,20,29,36,30.875,34.42857143,43,24,32,18,4,11.42857143,24.875,16.125,20.46428571,14,2.1,9.428571429,0.6,0,0.128571429,5.65,1.1625,3.164285714,86,80,84.28571429,72,51,60,80.125,69.75,74.21428571,87,72,81.71428571,66,21,42.85714286,78.125,49.75,63.57142857,97,55,76,2,0,4,normal,normal,warning
25,2019,34,30,32.14285714,28,23,26.71428571,30.625,26.875,29.30357143,42,35,38.71428571,33,26,30.57142857,36.625,30.375,34.30357143,25,14,19.14285714,11,4,7.857142857,15.375,10.25,13.5,6.1,0.9,2.871428571,0,0,0,1.6875,0.25,0.733928571,90,81,85.42857143,67,55,60.85714286,79.875,70.625,74.91071429,94,67,83,50,15,32,75.125,37.5,60.30357143,97,55,76,1,0,8,normal,normal,warning
26,2019,34,31,32.28571429,28,26,26.71428571,30,28.125,28.92857143,40,35,37.57142857,32,29,30.14285714,35.25,31.5,33.25,40,26,31.14285714,19,5,12.71428571,24.75,13.875,20.91071429,7.2,0.2,3.385714286,0,0,0,1.6625,0.1125,1.198214286,87,84,86,64,56,60.57142857,76.375,73.25,75.10714286,89,74,83.14285714,40,19,26.28571429,66,45.75,59.35714286,48,0,26.57142857,1,0,6,normal,normal,warning
27,2019,33,31,32,27,25,26,29.125,27.25,28.41071429,39,35,37,30,28,29,33.875,30.25,32.39285714,39,23,29.14285714,22,6,12,29.75,15.25,19.71428571,12.1,1.5,6.614285714,0,0,0,5.1625,0.7,2.114285714,89,85,86.85714286,65,58,61,78.875,75.25,76.57142857,85,70,78,54,15,34.28571429,66.875,38.5,58.44642857,41,0,20.71428571,3,0,1,normal,normal,normal
28,2019,34,32,33,27,26,26.28571429,30.25,28.625,29.39285714,40,38,39,31,29,29.57142857,35.125,33.25,33.82142857,31,19,24.42857143,21,8,13.14285714,24.625,13.875,18.85714286,8.5,0,3.085714286,1.5,0,0.214285714,3.3,0,1.244642857,89,83,86.14285714,62,49,55.71428571,76.75,69.875,72.875,84,34,75.14285714,64,4,24.42857143,75.5,15.375,53.32142857,90,48,69,5,0,2,normal,normal,normal
29,2019,33,30,31.85714286,27,23,25.42857143,29.5,26.875,28.35714286,40,36,38.28571429,32,26,29.14285714,35.25,31.125,33.10714286,40,16,26.85714286,13,5,8.142857143,25.25,12.25,17.82142857,13.7,1.7,8.142857143,0.9,0,0.214285714,4.9375,0.4875,2.810714286,90,87,88.28571429,70,59,64.28571429,82.375,74.75,78.78571429,87,80,84.57142857,71,14,48.14285714,79.375,49.875,67.30357143,97,62,82,5,0,1,normal,normal,normal
30,2019,33,31,32,27,24,25.85714286,29.625,27.5,28.44642857,40,35,37.28571429,31,27,29.14285714,34.375,30.5,32.46428571,30,16,23.71428571,15,6,9.571428571,22.625,11.375,16.17857143,9.7,0.4,4.571428571,0,0,0,3.0875,0.1125,1.233928571,88,81,85,64,55,60.14285714,77.75,71.875,75.28571429,87,64,77.42857143,55,26,41.57142857,76,50.75,59.19642857,55,14,34.42857143,6,1,1,normal,normal,normal
31,2019,32,30,30.57142857,26,24,25.42857143,28.25,26.875,27.57142857,37,34,35.57142857,29,27,28.14285714,32.625,29.875,31.23214286,48,30,38,24,11,19.71428571,29.875,18.75,26.94642857,6,1.8,3.671428571,0.1,0,0.057142857,1.9625,0.4625,1.158928571,88,85,86.28571429,69,62,65.71428571,81.25,75.625,78.17857143,95,77,82,55,9,36.57142857,74.375,45.125,59.71428571,28,0,11,6,0,3,normal,normal,warning
32,2019,33,25,28.71428571,26,21,23.85714286,29.25,24,26.39285714,39,28,33.42857143,29,21,25.71428571,34,26.125,29.80357143,49,22,36.42857143,28,9,19.57142857,36.875,15.625,27.69642857,21.3,0.7,10.34285714,2.9,0,1.071428571,10.6375,0.3125,4.696428571,94,89,91.57142857,88,58,75.42857143,91.125,75.375,84.51785714,100,78,95.28571429,93,32,62.14285714,99.125,57,83.03571429,76,34,55,6,1,3,normal,normal,warning
33,2019,34,31,32.42857143,27,26,26.71428571,29.625,28.625,29.17857143,40,37,38.71428571,31,30,30.28571429,34.375,33.25,34.01785714,34,17,26.28571429,16,8,11.71428571,23.5,14,18.53571429,5.8,0,2.642857143,0.2,0,0.028571429,1.6875,0,0.821428571,88,85,86.85714286,66,55,61.14285714,77.5,72.375,75.32142857,84,57,76.71428571,39,8,18.28571429,67.125,29,51.98214286,97,76,88,6,0,4,normal,normal,warning
34,2019,33,30,31.71428571,27,26,26.28571429,29.25,28,28.69642857,39,36,37.57142857,30,29,29.57142857,34,32.375,33.19642857,35,23,30.14285714,19,11,13.57142857,23.25,18.375,20.91071429,8.4,1.1,5.157142857,0.1,0,0.014285714,2.675,0.4875,1.726785714,88,86,86.71428571,71,60,63.57142857,79.625,74.375,76.75,88,60,79.14285714,50,16,37.42857143,68.375,47,58.08928571,69,28,48.14285714,3,0,5,warning,normal,warning
35,2019,33,26,30.28571429,27,24,25.71428571,29,25.25,27.73214286,39,30,35.42857143,30,27,28.71428571,33.5,28.125,31.51785714,38,25,31.57142857,26,8,17.57142857,32.125,15.75,23.69642857,19.3,1,5.657142857,1.4,0,0.285714286,7.35,0.35,1.941071429,93,84,87.28571429,83,60,68.85714286,88.25,74.875,79.23214286,100,64,79,68,24,40.71428571,86.75,49.625,61.25,21,0,11,6,0,4,warning,normal,warning
36,2019,32,26,30.14285714,26,25,25.28571429,28.375,25.375,27.375,37,29,34.71428571,29,27,28,32.375,27.875,30.85714286,44,27,33.28571429,25,13,18.57142857,29.5,20.375,25.39285714,8.6,0.8,3.057142857,0.3,0,0.042857143,3.225,0.2875,1.132142857,87,84,86.28571429,79,60,67,82.5,75.375,77.82142857,90,71,82,61,26,42.14285714,75.375,52.75,64.82142857,69,28,48.14285714,7,0,5,warning,normal,warning
37,2019,33,27,30.14285714,27,24,25.28571429,29.625,24.875,27.33928571,39,30,35,30,27,28.28571429,34.125,27.75,31.07142857,47,17,31.28571429,14,4,9.857142857,26.625,12.875,19.60714286,12.3,0.4,6.8,3.5,0,0.828571429,6.1,0.125,2.85,92,84,88.57142857,83,57,69.14285714,88.5,72,80.42857143,97,67,81.85714286,75,14,46.28571429,84.25,47.25,64.78571429,97,76,88,2,0,6,warning,normal,warning
38,2019,32,26,29.42857143,25,17,23.57142857,27.875,24.25,26.53571429,38,29,34.14285714,28,17,26.14285714,31.75,26.5,30,35,17,21.42857143,10,3,6.857142857,23.125,7.75,12.78571429,9.1,2.4,5.157142857,1,0,0.257142857,4.3625,0.6625,1.976785714,96,89,92,87,61,72.57142857,90.375,78.25,83.98214286,99,77,89.71428571,78,37,56.14285714,87.75,57,72.35714286,76,34,55,9,1,0,warning,normal,normal
39,2019,33,32,32.85714286,26,26,26,29.375,28.625,29.01785714,40,38,39.14285714,30,28,29.57142857,34.125,32.875,33.51785714,23,14,16.71428571,8,4,5.714285714,11.625,9.125,10.64285714,8.4,1.5,4.314285714,0,0,0,2.5375,0.5,1.280357143,90,86,87.28571429,64,58,59.85714286,77.125,74.625,75.875,87,80,83.71428571,50,14,25,72.5,47.25,59.71428571,28,0,11,10,0,3,warning,normal,warning
40,2019,33,31,31.85714286,26,26,26,28.75,27.875,28.30357143,38,36,36.85714286,29,29,29,32.875,31.75,32.28571429,18,12,16.14285714,12,3,6.142857143,14.75,7.875,10.82142857,6.2,1.4,4.085714286,0.4,0,0.114285714,2.3125,0.2875,1.414285714,88,84,85.71428571,68,53,61,79.375,73.375,76.28571429,86,60,80.14285714,62,17,44.28571429,76.625,35.25,66.64285714,55,14,34.42857143,5,1,5,warning,normal,warning
41,2019,34,31,32.42857143,26,25,25.85714286,29.375,28.125,28.625,40,37,38.14285714,30,28,29,33.375,32.125,32.73214286,19,13,16.85714286,8,3,6,14,10.125,11.5,13.9,0.2,4.028571429,0.3,0,0.057142857,4.225,0.05,1.4,88,86,86.85714286,66,53,58.57142857,78.25,71.875,75.44642857,85,61,76.57142857,74,6,32.85714286,80.625,26.625,54,97,62,82,9,1,4,warning,normal,warning
42,2019,33,31,32.14285714,26,26,26,28.875,28,28.58928571,39,37,38,29,28,28.71428571,33.375,31.875,32.60714286,20,10,15,10,4,7,13.125,8.625,10.69642857,3.9,1.3,2.1,0,0,0,1.6125,0.3,0.621428571,88,84,86.14285714,66,54,59.28571429,77.625,73.875,75.14285714,88,65,75.57142857,44,7,15.14285714,70.375,28.5,44.08928571,90,48,69,2,0,4,warning,normal,warning
43,2019,34,32,32.85714286,26,25,25.57142857,29.5,27.875,28.80357143,40,37,39.28571429,30,28,28.71428571,33.75,32,33.08928571,21,15,18.28571429,13,4,6.428571429,15.25,8.375,11.53571429,5.7,0.2,2.971428571,0.2,0,0.028571429,2.0875,0.05,0.8875,88,85,86.42857143,62,55,59.14285714,77.125,73,75.64285714,87,76,82.85714286,50,4,23.85714286,73.625,31,52.58928571,41,0,20.71428571,11,1,1,warning,normal,warning
